/2 Population and social processes/24 Social issues/2406-si-nbvt/ps-si-nbvt02.px	2025-09-02	Number of beggar and vagrant teenagers by indicators, age groups and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no01.px	2025-09-02	Number of orphanages by indicators, marzes and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no02.px	2025-12-16	Number of children in orphanages from 2010 to 2022 by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no03.px	2025-09-02	Number of children in orphanagesby indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no04.px	2025-12-16	Number of children in state orphanages from 2010 to 2022 by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no05.px	2025-09-02	Number of children in state orphanages by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no06.px	2025-12-16	Number of children in non-state orphanages from 2010 to 2022 by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no07.px	2025-09-02	Number of children in non-state orphanages by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no08.px	2025-09-02	Number of children in orphanages by indicators, age groups and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no09.px	2025-09-02	Number of children in state orphanages by indicators, age groups and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no10.px	2025-09-02	Number of children in non-state orphanages by indicators, age groups and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no11.px	2025-12-16	Number of staff from 2010 to 2022 by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no12.px	2025-09-02	Number of staff by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no13.px	2025-12-16	Number of staff in state orphanages from 2010 to 2022 by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no14.px	2025-09-02	Number of staff in state orphanages by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no15.px	2025-12-16	Number of staff in non-state orphanages from 2010 to 2022 by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no16.px	2025-09-02	Number of staff in non-state orphanages by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no17.px	2025-09-02	The area of buildings adjacent to or attached to other buildings by indicators and years
/2 Population and social processes/24 Social issues/2407-si-no/ps-si-no18.px	2025-09-02	Financial inflows and expenditures by indicators and years
/2 Population and social processes/24 Social issues/2408-si-nchs/ps-si-nchs01.px	2025-05-22	Number of children available for adoption by indicators, age groups and years
/2 Population and social processes/24 Social issues/2408-si-nchs/ps-si-nchs02.px	2025-05-22	Number of children subject to centralized registry by indicators, marzes and years
/2 Population and social processes/24 Social issues/2408-si-nchs/ps-si-nchs03.px	2025-05-22	Number of centrally registered adopter candidates by indicators, age groups, social status and years
/2 Population and social processes/24 Social issues/2408-si-nchs/ps-si-nchs04.px	2025-05-22	Number of adopted children subject to centralized registry by indicators, age groups and years
/2 Population and social processes/24 Social issues/2408-si-nchs/ps-si-nchs05.px	2025-05-22	Number of adopted children subject to centralized registry by indicators, marzes and years
/2 Population and social processes/24 Social issues/2408-si-nchs/ps-si-nchs06.px	2025-05-22	Number of adopted children subject to centralized registry by indicators, adopters citizenship, marital status and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp01.px	2025-09-02	Number of social service organizations for the elderly and disabled people by indicators, marzes and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp02.px	2025-09-02	Number of beneficiaries by indicators and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp03.px	2025-09-02	Number of beneficiaries in state organizations by indicators and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp04.px	2025-09-02	Number of beneficiaries in non-state organizations by indicators and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp05.px	2025-09-02	Number of beneficiaries by indicators, age groups and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp06.px	2025-09-02	Number of beneficiaries in state organizations by indicators, age groups and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp07.px	2025-09-02	Number of beneficiaries in non-state organizations by indicators, age groups and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp08.px	2025-09-02	Number of staff by indicators and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp09.px	2025-09-02	Number of staff in state organizationsf by indicators and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp10.px	2025-09-02	Number of staff in non-state organizationsf by indicators and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp11.px	2025-09-02	The area of buildings adjacent to or attached to other buildings by indicators and years
/2 Population and social processes/24 Social issues/2409-si-ndp/ps-si-ndp12.px	2025-09-02	Financial inflows and expenditures by indicators and years
/2 Population and social processes/25 Households/PS-hh-11-2022.px	2025-12-17	Poverty Level1 by years, marzes and indicators
/2 Population and social processes/25 Households/PS-hh-1-2022.px	2025-12-10	Per capita consumer expenditures of the household by indicatord and years
/2 Population and social processes/25 Households/PS-hh-3-2022.px	2025-12-10	Per capita consumer expenditures of the household on food by indicators and years
/2 Population and social processes/25 Households/PS-hh-5-2022.px	2025-12-10	Consumed food dietary energy per capita by indicators and years
/2 Population and social processes/25 Households/PS-hh-7-2022.px	2025-12-10	Percent of population whose food ration includes 70% of bread and potatoes by indicators and years
/2 Population and social processes/25 Households/PS-hh-9-2022.px	2025-12-10	Percent of population consuming food with less than 2100 kilocalories daily by indicators and years
/2 Population and social processes/28 Population/PS-pp-11-2025.px	2026-09-04	The Most Frequently Given Names to the New-Born Boys by names and years
/2 Population and social processes/28 Population/PS-pp-1-2025.px	2026-09-02	Life Expectancy at Birth by years and indicators
/2 Population and social processes/28 Population/PS-pp-13-2025.px	2025-12-25	RA Arrivals and Departures* by indicators and years
/2 Population and social processes/28 Population/PS-pp-3-2025.px	2026-09-04	Marriages and Divorces by marzes, years and indicators
/2 Population and social processes/28 Population/PS-pp-5-2025.px	2026-09-04	The Main Indicators of Natural Movement of Population by urban/rural distridution, years and indicators
/2 Population and social processes/28 Population/PS-pp-7-2025.px	2026-09-04	Population (De Jure) by years and indicators
/2 Population and social processes/28 Population/PS-pp-9-2025.px	2026-09-04	The Most Frequently Given Names to the New-Born Girls by names and years
/2 Population and social processes/29 Legal issues/2901-li-na/ps-li-na01.px	2025-09-04	Number of certified cases by type of notarial acts and years
/2 Population and social processes/29 Legal issues/2901-li-na/ps-li-na02.px	2025-09-04	The collected state duty by type of notarial acts and years
/2 Population and social processes/29 Legal issues/2903-li-sca/ps-li-sca01.px	2025-09-09	Standardization, certification and accreditation activities by indicators and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc01.px	2025-09-10	Number of registered crimes by types of crimes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc02.px	2025-09-10	Number of registered crimes, total indicators, by indicators, marzes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc03.px	2025-09-10	Number of registered crimes by indicators, marzes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc04.px	2025-09-10	Number of registered crimes by types of crimes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc05.px	2025-09-10	Number of registered crimes by indicators, marzes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc06.px	2025-09-10	Drugs found and seized from illegal circulation by types and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc07.px	2025-12-16	The number of drug-related criminal prosecutions from 2011 to 2020 by indicators and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc08.px	2025-09-10	Number of registered crimes by age and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc09.px	2025-09-10	The number of drug-related criminal prosecutions by qualification groups and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc10.px	2025-09-10	Number of registered crimes by types of crimes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc11.px	2025-09-10	Number of registered crimes by types of crimes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc12.px	2025-09-10	Number of registered crimes by types of crimes and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc13.px	2025-09-10	Number of detainees by indicators and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc14.px	2025-09-10	Number of detainees by indicators and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc15.px	2025-12-16	Drugs found and seized from illegal circulation from 2012 to 2021 by types and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc16.px	2025-09-10	Number of persons subject to administrative liability by type of applied penalties and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc17.px	2025-12-16	Administrative violations from 2011 to 2020 by indicators and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc18.px	2025-09-10	The amount of the imposed fine and of the fine collected by indicators and years
/2 Population and social processes/29 Legal issues/2904-ls-oc/ps-ls-oc19.px	2025-12-16	The amount of the imposed fine and of the fine collected from 2011 to 2020 by indicators and years
/2 Population and social processes/29 Legal issues/2905-li-cej/ps-li-cej01.px	2025-09-04	Compulsory enforcement functions by indicators, marzes and years
/2 Population and social processes/29 Legal issues/2905-li-cej/ps-li-cej02.px	2025-09-04	Enforcement proceedings movement by indicators and years
/2 Population and social processes/29 Legal issues/2905-li-cej/ps-li-cej03.px	2025-09-04	Amounts recovered through property and non-property enforcement proceedings by indicators and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei01.px	2025-08-06	Number of convicts by age groups and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei02.px	2025-08-06	Number of juvenile convicts by age groups and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei03.px	2025-08-06	Number of convicts by occupation and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei04.px	2025-08-06	Number of convicts by indicators, marzes and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei05.px	2025-12-16	Number of convicts from 2010 to 2022 by indicators, crime objects and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei06.px	2025-08-25	Number of convicts by indicators, crime objects and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei07.px	2025-12-16	Number of convicts from 2011 to 2022 by crimes and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei08.px	2025-08-12	Number of convicts committed drug-related crimes by age groups and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei09.px	2025-09-10	Number of convicts by citizenship and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei10.px	2025-08-12	Number of convicts by according to the circumstance of committing the crime and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei11.px	2025-08-12	Number of convicts by indicators and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei12.px	2025-09-10	Number of convicts by types of punishment and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei13.px	2025-09-10	Number of convicts by indicators, terms of imprisonment and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei14.px	2025-12-16	Number of convicts from 2010 to 2022 by indicators, crime objects and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei15.px	2025-09-10	Number of convicts by indicators, crime objects and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei16.px	2025-09-10	Number of juvenile convicts by crimes and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei17.px	2025-08-12	Number of juvenile convicts by types of punishment and years
/2 Population and social processes/29 Legal issues/2906-li-gei/ps-li-gei18.px	2025-08-12	Number of special contingent (convicts and detainees) by indicators and years
/3 Industry, Construction, trade and services/31 Construction/IC-co-1-2024.px	2025-12-05	Main Indicators of Construction by marzes, indicators and years
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3211 Yearly indicators/IC-ind-y-01.px	2025-11-18	Volume of Industrial Production at current prices by types of economic activity according to the five-digit classification
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3211 Yearly indicators/IC-ind-y-02.px	2025-11-18	Volume of Industrial Production indices by types of economic activity according to the five-digit classification
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3211 Yearly indicators/IC-ind-y-03.px	2025-11-18	Realisation of Industrial Products at current prices by types of economic activity according to the five-digit classification
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3211 Yearly indicators/IC-ind-y-04.px	2025-11-18	Realization of Industrial Products to CIS countries (of which: EAEU) at current prices by types of economic activity according to the five-digit classification
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3211 Yearly indicators/IC-ind-y-05.px	2025-11-18	Realization of Industrial Products to other countries at current prices by types of economic activity according to the five-digit classification
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3211 Yearly indicators/IC-ind-y-06.px	2025-11-18	Average annual number of employees (of which:famale) by types of economic activity according to the five-digit classification
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3212 Monthly indicators/IC-ind-m-01.px	2026-07-24	Volume of Industrial Production at current prices by types of economic activity according to the two-digit classification, by years and months, thousand drams
/3 Industry, Construction, trade and services/32 Industry/321 Industry, RA/3212 Monthly indicators/IC-ind-m-02.px	2026-07-24	Volume of Industrial Production indices by types of economic activity according to the two-digit classification, by years and months
/3 Industry, Construction, trade and services/32 Industry/322 Industry, by marzes and Yerevan city/IC-ind-marz-01.px	2025-11-10	Volume of Industrial Production at current prices by types of economic activity according to the two-digit classification, by marzes and Yerevan city and years
/3 Industry, Construction, trade and services/32 Industry/322 Industry, by marzes and Yerevan city/IC-ind-marz-02.px	2025-11-17	Volume of Industrial Production indices by types of economic activity according to the two-digit classification, by marzes and Yerevan city and years
/3 Industry, Construction, trade and services/32 Industry/322 Industry, by marzes and Yerevan city/IC-ind-marz-03.px	2025-11-10	Realisation of Industrial Productsat current prices by types of economic activity according to the two-digit classification, by marzes and Yerevan city and years
/3 Industry, Construction, trade and services/32 Industry/322 Industry, by marzes and Yerevan city/IC-ind-marz-04.px	2025-11-10	Realization of Industrial Products to CIS countries (of which: EAEU) at current prices by types of economic activity according to the two-digit classification, by marzes and Yerevan city and years
/3 Industry, Construction, trade and services/32 Industry/322 Industry, by marzes and Yerevan city/IC-ind-marz-05.px	2025-11-12	Realization of Industrial Products to other countries at current prices by types of economic activity according to the two-digit classification, by marzes and Yerevan city and years
/3 Industry, Construction, trade and services/32 Industry/322 Industry, by marzes and Yerevan city/IC-ind-marz-06.px	2025-11-12	Average annual number of employees (of which:famale) by types of economic activity according to the two-digit classification, by marzes and Yerevan city and years
/3 Industry, Construction, trade and services/32 Industry/323/IC-ind-eng-y-01.px	2026-02-25	Energy Balance of Armenia by energy carriers, indicators and years
/3 Industry, Construction, trade and services/32 Industry/323/IC-ind-eng-y-02.px	2025-12-16	Electricity Balance by indicators and years
/3 Industry, Construction, trade and services/32 Industry/323/IC-ind-eng-y-03.px	2025-11-18	The Structure of Electricity Use in Industry by types of economic activity according to the two-digit classification and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-01-2024.px	2025-12-02	Volumes of Services by marzes, indicators and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-02-2024.px	2025-10-14	Volume and physical volume indices of services by indicators and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-03-2024.px	2025-10-14	Volumes and shares of services by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-04-2024.px	2025-10-14	Volume of services per capita by indicators and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-05-2024.px	2025-10-14	Physical volume indices of services by indicators and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-06-2024.px	2025-10-14	Volumes and shares of services by RA marzes and Yerevan city by indicators and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-07-2024.px	2025-10-14	Volumes and shares of services of Yerevan city by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-08-2024.px	2025-10-14	Volumes and shares of services of RA Aragatsotn marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-09-2024.px	2025-10-14	Volumes and shares of services of RA Ararat marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-10-2024.px	2025-10-14	Volumes and shares of services of RA Armavir marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-11-2024.px	2025-10-14	Volumes and shares of services of RA Gegharkunik marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-12-2024.px	2025-10-14	Volumes and shares of services of RA Lori marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-13-2024.px	2025-10-14	Volumes and shares of services of RA Kotayk by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-14-2024.px	2025-10-14	Volumes and shares of services of RA Shirak marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-15-2024.px	2025-10-14	Volumes and shares of services of RA Syunik marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-16-2024.px	2025-10-14	Volumes and shares of services of RA Vayots Dzor marz by types and years
/3 Industry, Construction, trade and services/34 Services/IC-sr-17-2024.px	2025-10-14	Volumes and shares of services of RA Tavush marz by types and years
/4 Transport and tourism/41 Transport/4101 Main indicators of general purpose transport/TT-tr-mgp01.px	2025-11-06	Main indicators of general purpose transport
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt1.px	2025-11-05	Volumes of freight transported by general purpose railway transport and freight turnover by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt2.px	2025-11-05	Share of freight transportation in total volume of freight transported by general purpose railway transport by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt3.px	2025-11-05	Shipment by general purpose railway transport by types of freights by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt4.px	2025-11-05	Share of shipment by general purpose railway transport by type of freights by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt5.px	2025-11-05	Import by general purpose railway transport by types of freights by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt6.px	2025-11-05	Share of import by general purpose railway transport by types of freights by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt7.px	2025-11-05	Passenger transportation by general purpose railway transport and passenger turnover by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt8.px	2025-11-05	Share of passenger transportation in total volume of passenger transported by general purpose railway transport by indicators and years
/4 Transport and tourism/41 Transport/4102 Railway transport/TT-tr-rwt9.px	2025-11-05	Indicators on use of freight cars of general purpose railway transport by indicators and years
/4 Transport and tourism/41 Transport/4103 Road transport/TT-tr-rt1.px	2026-06-01	Main indicators of general purpose transport (without estimating road transport activity of individual entrepreneur) by marzes and years
/4 Transport and tourism/41 Transport/4103 Road transport/TT-tr-rt2.px	2025-11-06	Indicators on operation of general purpose freight road transport
/4 Transport and tourism/41 Transport/4103 Road transport/TT-tr-rt3.px	2025-11-06	Share of exported, imported and intra-republican freight transportation in total volume of freight transported by general purpose road transport
/4 Transport and tourism/41 Transport/4103 Road transport/TT-tr-rt4.px	2025-11-06	Average haul distance of freights and passengers
/4 Transport and tourism/41 Transport/4103 Road transport/TT-tr-rt5.px	2025-11-06	Performance indicators of motor car taxi
/4 Transport and tourism/41 Transport/4104 Air transport/TT-tr-at1.px	2025-11-05	Freight transportation by air transport by indicators and years
/4 Transport and tourism/41 Transport/4104 Air transport/TT-tr-at2.px	2025-11-05	Passenger transportation by air transport by indicators and years
/4 Transport and tourism/41 Transport/4104 Air transport/TT-tr-at3.px	2025-11-05	Revenues and expenditures of air transport (without VAT, in current prices)
/4 Transport and tourism/41 Transport/4105 Electric transport/TT-tr-et1.px	2025-11-05	Passenger transportation by electric transport modes
/4 Transport and tourism/41 Transport/4105 Electric transport/TT-tr-et2.px	2025-11-05	Share of passenger transportation by separate modes of electric transport in total volume of passenger transportation by electric transport
/4 Transport and tourism/41 Transport/4105 Electric transport/TT-tr-et3.px	2025-11-05	Indicators on operation of subway
/4 Transport and tourism/41 Transport/4105 Electric transport/TT-tr-et4.px	2025-11-05	Indicators on operation of trolleybuses
/4 Transport and tourism/41 Transport/4105 Electric transport/TT-tr-et5.px	2025-11-05	Indicators on operation of rope-ways
/4 Transport and tourism/41 Transport/4106 Pipeline transport/TT-tr-pt1.px	2025-11-05	Pipeline transport (gas pipeline)
/4 Transport and tourism/41 Transport/4107 Industrial railway transport/TT-tr-irt1.px	2025-11-05	Main indicators on operation of industrial railway transport
/4 Transport and tourism/41 Transport/4107 Industrial railway transport/TT-tr-irt2.px	2025-11-05	Available rolling-stock of industrial railway transport
/4 Transport and tourism/41 Transport/4107 Industrial railway transport/TT-tr-irt3.px	2025-11-05	Railway route miles and track miles of industrial railway
/4 Transport and tourism/41 Transport/4109 Communication ways/TT-tr-cw1.px	2025-11-05	Route miles of communication ways (at the end of the year)
/4 Transport and tourism/41 Transport/4109 Communication ways/TT-tr-cw2.px	2025-11-05	Density of communication ways (per 1000 square km of territory, at the end of the year)
/4 Transport and tourism/41 Transport/4109 Communication ways/TT-tr-cw3.px	2025-11-05	Intensity of freight transportation by communication ways (million tonne-km per 1 km)
/4 Transport and tourism/41 Transport/4109 Communication ways/TT-tr-cw4.px	2025-11-05	Intensity of passenger transportation by communication ways (million passenger-km per 1 km)
/4 Transport and tourism/41 Transport/4109 Communication ways/TT-tr-cw5.px	2025-11-05	Length of public roads by types of pavement
/4 Transport and tourism/41 Transport/4109 Communication ways/TT-tr-cw6.px	2025-11-05	Length of interstate, republican and local public roads
/4 Transport and tourism/41 Transport/4110 Road traffic accidents/TT-tr-rta1.px	2025-04-18	Road traffic accidents
/4 Transport and tourism/41 Transport/4111 Revenues and expenditures/TT-tr-re1.px	2025-11-05	Revenues and expenditures from passenger transportation (without VAT, in current prices) by indicators and years
/4 Transport and tourism/41 Transport/4111 Revenues and expenditures/TT-tr-re2.px	2025-11-05	Revenues and expenditures from freight transportation (without VAT, in current prices) by indicators and years
/4 Transport and tourism/41 Transport/4111 Revenues and expenditures/TT-tr-re3.px	2025-11-05	Revenues from the auxiliary and subsidiary transport activity (without VAT, in current prices) by indicators and years
/4 Transport and tourism/41 Transport/4112 Fixed assets/TT-tr-fa1.px	2025-11-05	AVAILABILITY OF FIXED ASSETS IN RAILWAY, ROAD, AIR, PIPELINE AND ELECTRIC TRANSPORT ORGANIZATIONS AT INITIAL COST, at the end of the year by indicators and years
/4 Transport and tourism/41 Transport/4112 Fixed assets/TT-tr-fa2.px	2025-11-05	AVAILABILITY OF FIXED ASSETS IN RAILWAY TRANSPORT ORGANIZATIONS AT INITIAL COST, at the end of the year by indicators and years
/4 Transport and tourism/41 Transport/4112 Fixed assets/TT-tr-fa3.px	2025-11-05	AVAILABILITY OF FIXED ASSETS IN ROAD TRANSPORT ORGANIZATIONS AT INITIAL COST, at the end of the year by indicators and years
/4 Transport and tourism/41 Transport/4112 Fixed assets/TT-tr-fa4.px	2025-11-05	AVAILABILITY OF FIXED ASSETS IN AIR TRANSPORT ORGANIZATIONS AT INITIAL COST, at the end of the year by indicators and years
/4 Transport and tourism/41 Transport/4112 Fixed assets/TT-tr-fa5.px	2025-11-05	AVAILABILITY OF FIXED ASSETS IN PIPELINE TRANSPORT ORGANIZATIONS AT INITIAL COST, at the end of the year by indicators and years
/4 Transport and tourism/41 Transport/4112 Fixed assets/TT-tr-fa6.px	2025-11-05	AVAILABILITY OF FIXED ASSETS IN ELECTRIC TRANSPORT ORGANIZATIONS AT INITIAL COST, at the end of the year by indicators and years
/4 Transport and tourism/42 Communication/TT-com-1.px	2025-11-06	NUMBER OF SENT TELEGRAMS
/4 Transport and tourism/42 Communication/TT-com-10.px	2025-11-06	AVAILABILITY OF FIXED ASSETS IN COMMUNICATION ORGANIZATIONS BY THE PRIMARY COST AT THE END OF THE YEAR by indicators and years
/4 Transport and tourism/42 Communication/TT-com-2.px	2025-11-06	TELEPHONE STATIONS by indicators and years
/4 Transport and tourism/42 Communication/TT-com-3.px	2025-11-06	CARD PHONES IN TELEPHONE NETWORKS
/4 Transport and tourism/42 Communication/TT-com-4.px	2025-11-06	TELEPHONE SET SERVICES by indicators and years
/4 Transport and tourism/42 Communication/TT-com-5.px	2025-11-06	NUMBER OF TELEPHONE SETS IN THE PUBLIC TELEPHONE NETWORK
/4 Transport and tourism/42 Communication/TT-com-6.px	2025-11-06	NUMBER OF MOBILE PHONES' ACTIVE SUBSCRIBERS AT THE END OF YEAR
/4 Transport and tourism/42 Communication/TT-com-7.px	2025-11-06	NUMBER OF INTERNET ACCESS SUBSCRIBERS AT THE END OF YEAR
/4 Transport and tourism/42 Communication/TT-com-8.px	2025-11-06	TELEVISION COMMUNICATION
/4 Transport and tourism/42 Communication/TT-com-9.px	2025-11-06	REVENUES FROM COMMUNICATION SERVICES
/4 Transport and tourism/43 Tourism/TT-tu-1-2025.px	2026-08-25	Hotels* by marzes, indicators and years
/5 Foreign trade/FT-1-2025.px	2026-07-20	Exports and Imports of the Republic of Armenia by indicators, foreign trade and years
/5 Foreign trade/FT-3-2021.px	2026-07-14	Exchange rates by indicators and years
/5 Foreign trade/FT-5-2025.px	2026-07-20	Foreign Trade of the Republic of Armenia by countries, years and indicators
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-1.1-2014.px	2017-04-26	Surveyed agricultural holdings which have agricultural lands (as per 10.10.2014) by marzes and legal status
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-1-2014.px	2017-04-26	Surveyed agricultural holdings (as per 10.10.2014) by marzes and legal status
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-2.1-2014-n.px	2017-04-26	Agricultural holdings (01.08.2013-31.07.2014) by legal status1, types of agricultural crops and marzes
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-2.3-2014.px	2017-04-26	Agricultural holdings with backyards (01.08.2013-31.07.2014) by legal status, types of agricultural crops and marzes
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-2.5-2014.px	2017-04-26	Agricultural holdings (01.08.2013-31.07.2014) by legal status 1, types of actually irrigated agricultural crops and marzes
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-2.7-2014.px	2017-04-26	Agricultural holdings (01.08.2013-31.07.2014) by legal status, marzes and size classes of sown areas of grain crops
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-2.9-2014.px	2017-04-26	Agricultural holdings (01.08.2013-31.07.2014) by legal status, marzes and size classes of sown areas of leguminous crops
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-3.11-2014.px	2017-04-26	Agricultural holdings (as per 10.10.2014) by legal status, marzes and size classes of vineyard (with nurseries) areas
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-3.1-2014.px	2017-04-26	Agricultural holdings (01.08.2013-31.07.2014) by legal status1, types of perennial plantings and marzes
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-3.7-2014.px	2017-04-26	Agricultural holdings (as per 10.10.2014) by legal status, marzes and types of perennial plantings
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-3.9-2014.px	2017-04-26	Agricultural holdings (as per 10.10.2014) by legal status, marzes and size classes of berry field (with nurseries) areas
/6 Agriculture, forestry and fishing/61 Agricultural Census 2014/GHH-4.1.px	2017-06-23	Methods of irrigation of actually irrigated lands (01.08.2013-31.07.2014) by legal status, methods of irrigation and marzes
