/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei03.px	2025-05-23	Building conditions, number of computers, of schools with internet access by indicators, marzes and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei04.px	2025-05-23	Number of pupils of state general schools by indicators, marzes and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei05.px	2025-05-23	Number of pupils of non-state general schools by indicators, marzes and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei06.px	2025-05-23	Number of pupils of state general schools by indicators, grades and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei07.px	2025-05-23	Number of pupils of non-state general schools by indicators, grades and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei08.px	2025-05-23	Outflow and inflow of pupils by indicators, marzes and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei09.px	2025-05-23	Number of repeaters and of pupils left school (leaving study incomplete) by indicators, marzes and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei10.px	2025-05-23	Number of teachers of state general schools by indicators, marzes and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei11.px	2025-05-23	Number of teachers of non-state general schools by indicators, marzes and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei12.px	2025-05-23	Number of teachers of general schools by indicators, age groups and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei13.px	2025-05-23	Number of teachers of general schools by indicators, wage rates and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei14.px	2025-06-24	Gross enrollment ratio of pupils by indicators and years
/2 Population and social processes/22 Education/222 General education institutions/ps-ed-gei15.px	2025-06-24	Gross involvement of pupils by indicators, marzes and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac01.px	2025-05-23	Number of schools and centers by indicators, marzes and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac02.px	2025-05-23	Building conditions by indicators, marzes and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac03.px	2025-05-23	Number of pupils by indicators, marzes and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac04.px	2025-05-23	Number of pupils by indicators, age and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac05.px	2025-12-16	Number of pupils from 2010 to 2022 by indicators, section and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac06.px	2025-06-24	Number of pupils by indicators, section and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac07.px	2025-06-24	Number of teachers by indicators, marzes and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac08.px	2025-12-16	Number of teachers from 2010 to 2022 by indicators, specialization and years
/2 Population and social processes/22 Education/223 Music, art, fine art schools and children and youth creative centers/ps-ed-mac09.px	2025-12-04	Number of teachers by indicators, section and years
/2 Population and social processes/22 Education/224 Preliminary (craftsmenship) vocational education/ps-ed-pve01.px	2025-05-23	Number of educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/224 Preliminary (craftsmenship) vocational education/ps-ed-pve02.px	2025-05-23	Number of students by indicators, marzes and years
/2 Population and social processes/22 Education/224 Preliminary (craftsmenship) vocational education/ps-ed-pve03.px	2025-05-23	Number of students by indicators, courses and years
/2 Population and social processes/22 Education/224 Preliminary (craftsmenship) vocational education/ps-ed-pve04.px	2025-05-23	Number of students by indicators, age an years
/2 Population and social processes/22 Education/224 Preliminary (craftsmenship) vocational education/ps-ed-pve05.px	2025-05-23	Number of teaching staff by indicators, marzes and years
/2 Population and social processes/22 Education/224 Preliminary (craftsmenship) vocational education/ps-ed-pve06.px	2025-05-23	Number of main teaching staff by indicators, rate and years
/2 Population and social processes/22 Education/224 Preliminary (craftsmenship) vocational education/ps-ed-pve07.px	2025-06-24	Gross enrollment ratio of students by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe01.px	2025-05-29	Number of state educational institutions and branches by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe02.px	2025-05-29	Number of non-state educational institutions and branches by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe03.px	2025-05-29	Number of students of state educational institutions by indiators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe04.px	2025-05-29	Number of students of non-state educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe05.px	2025-05-29	Number of students of state educational institutions by indicators, courses and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe06.px	2025-05-29	Number of students of non-state educational institutions by indicators, courses and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe07.px	2025-05-29	Number of students of state educational institutions by indicators, age and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe08.px	2025-05-29	Number of students of non-state educational institutions by indicators, age and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe09.px	2025-12-16	Number of students of state educational institutions from 2010 to 2015 by indicators, speciality groups and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe10.px	2025-12-16	Number of students of non-state educational institutions from 2010 to 2015 by indicators, speciality groups and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe11.px	2025-05-29	Number of students of state educational institutions by indicators, speciality groups and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe12.px	2025-05-29	Number of students of non-state educational institutions by indicators, speciality groups and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe13.px	2025-05-29	Number of RA citizens sent abroad for bachelor′s educational programs by indicators, countries and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe14.px	2025-05-29	Number of foreign students of state educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe15.px	2025-05-29	Number of foreign students of non-state educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe16.px	2025-06-24	Number of foreign students of state educational institutions by indicators, countries and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe17.px	2025-06-24	Number of foreign students of non-state educational institutions by indicators, countries and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe18.px	2025-05-30	Number of teaching staff of state educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe19.px	2025-05-30	Number of teaching staff of non-state educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe20.px	2025-05-30	Number of main teaching staff of state educational institutions by indicators, wage rates and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe21.px	2025-05-30	Number of teaching staff of non-state educational institutions by indicators, wage rate and years
/2 Population and social processes/22 Education/226 Activity of educational institutions conducting first degree educational programs of higher education/ps-ed-h1pe22.px	2025-07-07	Gross enrollment ratio of students by indicators, marzes and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe01.px	2025-05-30	Number of educational institutions by indicators and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe02.px	2025-05-30	Number of educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe03.px	2025-05-30	Number of students by indicators and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe04.px	2025-05-30	Number of students by indicators, courses and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe05.px	2025-05-30	Number of students by indiators, marzes and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe06.px	2025-12-16	Number of students from 2011 to 2015 by indicators, speciality groups and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe07.px	2025-05-30	Number of students by indicators, speciality groups and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe08.px	2025-05-30	Number of RA citizens sent abroad for master’s educational programs by indicators, countries and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe09.px	2025-05-30	Number of foreign students by indicators and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe10.px	2025-12-16	Number of foreign students from 2010 to 2023 by indicators, courses and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe11.px	2025-12-16	Number of foreign students from 2011 to 2015 by indicators, speciality groups and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe12.px	2025-09-04	Number of foreign students by indicators, speciality groups and years
/2 Population and social processes/22 Education/227 Activity of educational institutions conducting second degree educational programs of higher education/ps-ed-h2pe13.px	2025-07-31	Gross enrollment ratio of students by indicators, marzes and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge01.px	2025-07-31	Number of scientific organizations and educational institutions by indicators and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge02.px	2025-07-31	Number of scientific organizations and educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge03.px	2025-07-31	Number of postgraduate students by indicators and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge04.px	2025-07-31	Number of postgraduate students by indicators, marzes and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge05.px	2025-08-04	Number of postgraduate students by indicators, educational systems, speciality groups and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge06.px	2025-08-04	Number of applicants for scientific degree of candidate of science and for canditate thesis defenders by indicators, speciality groups and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge07.px	2025-12-16	Number of foreign postgraduate students from 2010 to 2022 by indicators, educational systems and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge08.px	2025-08-04	Number of foreign postgraduate studentsby indicators, speciality groups and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge09.px	2025-08-04	Number of scientific organizations and educational institutions by indicators and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge10.px	2025-08-04	Number of scientific organizations and educational institutions by indicators, marzes and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge11.px	2025-08-04	Number of doctorate students by indicators, marzes and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge12.px	2025-08-05	Number of doctorate students by indicators, speciality groups and years
/2 Population and social processes/22 Education/228 Postgraduate education/ps-ed-pge13.px	2025-08-05	Number of RA citizens sent abroad for postgraduate educational programs by indicators, countries and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste01.px	2025-08-29	Number of organizations by marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste02.px	2025-12-16	Number of organizations from 2014 to 2022 by the main types of economic activities and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste03.px	2025-08-29	Implementation of scientific and technical works by current (conventional) prices and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste04.px	2025-08-29	Implementation of scientific and technical works by cost price and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste05.px	2025-08-29	Volume of scientific and technical works by marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste06.px	2025-08-29	Volumeof scientific and technical works by indicators and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste07.px	2025-08-29	Volumeof scientific and technical works by indicators and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste08.px	2025-08-29	Volume of scientific and technical works by indicators, the main types of economic activities and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste09.px	2025-09-01	Volume of scientific and technical works by indicators, the main types of economic activities and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste10.px	2025-09-01	Gross expenditures on research and developments by indicators and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste11.px	2025-09-01	Gross expenditures on research and developments by marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste12.px	2025-09-01	Gross expenditures on research and developments by fields of science and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste13.px	2025-09-02	Proportions of gross expenditures on the volume of scientific and technical work and research and development to GDP by indicators and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste14.px	2025-09-01	Internal expenditures on research and developments by marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste15.px	2025-09-01	Internal expenditures on research and developments by sources of funding and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste16.px	2025-09-01	Gross and internal expenditures on research and developments by indicators, the main types of economic activities and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste17.px	2025-09-01	Number of employees by indicators and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste18.px	2025-09-01	Number of employees implementing scientific and technical works and developments by indicators, educational level and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste19.px	2025-09-01	Number of employees, implementing scientific and technical works and developments by indicators, marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste20.px	2025-09-01	Number of employees implementing scientific and technical works and developments by indicators, marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste21.px	2025-09-01	Number of employees, implementing scientific and technical works and developments by indicators and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste22.px	2025-09-01	Number of employees, implementing scientific and technical works and developments by indicators, marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste23.px	2025-09-02	Number of employees, implementing scientific and technical works and developments by indicators, marzes and years
/2 Population and social processes/22 Education/229 Scientific and technical activity/ps-ed-ste24.px	2025-09-02	Number of employees implementing scientific and technical works and developments by indicators, marzes and years
/2 Population and social processes/22 Education/2210 Gender parity index/ps-ed-gpi01.px	2025-06-24	Gender parity index of pupils by indicators, marzes and years
/2 Population and social processes/22 Education/2210 Gender parity index/ps-ed-gpi02.px	2025-06-24	Gender parity index of students in preliminary (craftsmenship) vocational educational system by indicators, marzes and years
/2 Population and social processes/22 Education/2210 Gender parity index/ps-ed-gpi03.px	2025-06-24	Gender parity index of students in middle vocational educational system by indicators, marzes and years
/2 Population and social processes/22 Education/2210 Gender parity index/ps-ed-gpi04.px	2025-07-07	Gender parity index of students conducting first degree educational programs of higher education by indicators, marzes and years
/2 Population and social processes/22 Education/2210 Gender parity index/ps-ed-gpi05.px	2025-07-31	Gender parity index of students conducting second degree educational programs of higher education by indicators, marzes and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-11-2024.px	2025-12-05	Labour force by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-1-2024.px	2025-12-05	Unemployment Rate by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-13-2024.px	2025-12-05	Emploment by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-15-2024.px	2025-12-07	Emploment Rate by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-17-2024.px	2025-12-07	Working Hours, Hours Actually Worked by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-19-2024.px	2025-12-07	Wages by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-21-2024.px	2025-12-07	Job Vacancies, at the end of the year * by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-23-2024.px	2025-12-07	Earnings, Labour Cost by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-25-2024.px	2025-12-07	LABOUR COST INDEX (2013 Q1=100) by Labour Cost Index, not seasonally adjusted - I Quarter, (2013 Q1=100)Labour Cost Index, not seasonally adjusted - I Quarter, (2013 Q1=100) and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-3-2024.px	2025-12-05	Unemployment by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-5-2024.px	2025-12-05	Population out of labour force by indicators and year
/2 Population and social processes/23 Employment and unemployment/PS-eu-7-2024.px	2025-12-05	Labour force participation rate by indicators and years
/2 Population and social processes/23 Employment and unemployment/PS-eu-9-2024.px	2025-12-05	Working-age population / Labour Resources by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms01.px	2025-09-05	Morbidity by indicators, groups of diseases and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms02.px	2025-09-05	Number of patients under dispensary control at the end of the year by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms03.px	2025-09-05	Number of patients under dispensary control at the end of the year by indicators, groups of diseases and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms04.px	2025-09-05	Morbidity with infectious diseases by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms05.px	2025-09-05	Morbidity with alcoholic psychoses, alcoholism, drug addiction, toxicomania by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms06.px	2025-09-05	Number of injuries and poisoning cases registered in preventive medical institutions by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms07.px	2025-09-05	Morbidity with active tuberculosis by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms08.px	2025-09-05	Morbidity with active tuberculosis with the first time confirmed diagnosis by indicators, sex-age groups and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms09.px	2025-09-05	Morbidity with malignant neoplasms by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms10.px	2025-09-05	Malignant neoplasms with the first time confirmed diagnosis by indicators, sex-age groups and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms11.px	2025-09-05	Morbidity with mental and behavioral disorders (without alcoholic psychoses, alcoholism, drug addiction, toxicomania) by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms12.px	2025-09-05	Morbidity with diabetes mellitus by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms13.px	2025-09-05	Morbidity with venereal diseases by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms14.px	2025-09-05	Number of HIV tests and people tested by indicators, citizenship and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms15.px	2025-09-05	Number of RA citizens tested for HIV by indicators, age and sex group and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms16.px	2025-09-05	Number of HIV and AIDS cases by indicators, marzes and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms17.px	2025-09-05	Morbidity of women with the first time confirmed diagnosis by groups of diseases and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms18.px	2025-09-05	Number of pregnant women and the course of pregnancy by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms19.px	2025-09-05	Morbidity of pregnant and postpartum women by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms20.px	2025-09-05	Number of abortions by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms21.px	2025-09-05	Number of abortions by indicators, age groups and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms22.px	2025-09-05	Obstetrical and postpartum complications in maternity care facilities by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms23.px	2025-09-05	Surgical interventions in maternity care facilities by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms24.px	2025-09-05	Women's access to contraceptives by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms25.px	2025-09-05	Childbirth in medical obstetric care institutions by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms26.px	2025-09-05	Live births in obstetric care institutions by body weight at birth, by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms27.px	2025-09-05	Morbidity of newborns by indicators, registered diseases and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms28.px	2025-09-05	Morbidity of children in the first year of life by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms29.px	2025-09-08	Diseases covered by the large-scale immunization program by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms30.px	2025-09-05	Rate of vaccination by age groups, vaccines and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms31.px	2025-09-05	Number of children disabled by diseases by indicators, sex and age groups and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms32.px	2025-12-16	Number of laboratory-diagnostic examinations performed in medical institutions from 2011 to 2023 by types and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms33.px	2025-09-08	Health system data by indicators, marzes and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms34.px	2025-09-08	Provision of the population with physicians by groups of professions and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms35.px	2025-12-16	Provision of the population with mid-level medical personnel from 2016 to 2020 by groups of specialties and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms36.px	2025-09-08	Emergency medical care activity by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms37.px	2025-09-08	Hospital activity by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms38.px	2025-09-08	Health data by indicators, marzes and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms39.px	2025-09-08	Number of PHC service providers of Ministry of Health, regional and community subordination (except from MOCs,) by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms40.px	2025-09-08	Activity of facilities providing PHC services by indicators and years
/2 Population and social processes/24 Social issues/2401-si-hms/ps-si-hms41.px	2025-09-08	Activity of private dental institutions by indicators and years
/2 Population and social processes/24 Social issues/2402-si-ia/ps-si-ia01.px	2025-07-22	Industrial accidents by indicators and years
/2 Population and social processes/24 Social issues/2402-si-ia/ps-si-ia02.px	2025-07-22	Industrial accidents by indicators, marzes and years
/2 Population and social processes/24 Social issues/2402-si-ia/ps-si-ia03.px	2025-07-22	Total amount of expenditures for protection of labor safety conditions by indicators and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp01.px	2025-08-05	Number of pensioners by indicators, type of pension, marzes and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp02.px	2025-08-05	Number of pensioners per 1 000 capita by marzes and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp03.px	2025-08-05	Average size of pension by indicators, type of pension, marzes and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp04.px	2025-08-05	Number of pensioners by indicators, type of pension, age and sex groups and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp05.px	2025-08-05	Number of pensioners receiving job pensions by indicators, type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp06.px	2025-08-05	Average size of job pension by type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp07.px	2025-08-05	Number of military service pensioners by indicators, type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp08.px	2025-08-05	Average size of military service pension by type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp09.px	2025-08-05	Number of pensioners receiving pensions defined by other laws by indicators, type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp10.px	2025-08-05	Average size defined by other laws pension by type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp11.px	2025-08-05	Number of working pensioners defined of labor and other laws by type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp12.px	2025-08-05	Number of recently appointed pensioners by type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp13.px	2025-08-05	Average size of military service pension by type of pension and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp14.px	2025-08-05	General information about beneficiaries by indicators and years
/2 Population and social processes/24 Social issues/2404-si-pasp/ps-si-pasp15.px	2025-08-05	General information about beneficiaries by indicators and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr01.px	2025-08-05	Number of families receiving social and family allowances by indicators and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr02.px	2025-08-05	The average monthly size of allowances for one family by indicators and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr03.px	2025-08-05	Number of families receiving allowances by indicators, marzes and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr04.px	2025-08-05	Number of families receiving allowance by indicators, social groups and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr05.px	2025-08-05	Number of families receiving emergency aid by indicators and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr06.px	2025-08-05	Number of beneficiaries by indicators, type of allowances, marzes and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr07.px	2025-08-05	Number of beneficiaries per 1 000 capita by marzes and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr08.px	2025-08-05	Average size of allowances by indicators, marzes and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr09.px	2025-08-05	Average size of allowances by indicators, type of allowances, marzes and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr10.px	2025-08-05	Number of beneficiaries by indicators, type of allowances, sex groups and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr11.px	2025-08-05	Number of beneficiaries by indicators, type of allowances and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr12.px	2025-08-05	Average size of allowancess by indicators, type of allowances and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr13.px	2025-08-05	General information about beneficiaries by indicators and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr14.px	2025-08-05	Number of benefits assigned to families receiving a one-time birth allowance by marzes, serial numbers of newborns and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr15.px	2025-08-05	Number of beneficiaries receiving under two years old child care allowance by indicators, marzes and years
/2 Population and social processes/24 Social issues/2405-si-nfr/ps-si-nfr16.px	2025-08-05	Number of newly appointed beneficiaries receiving under two years old child care allowance by indicators, marzes and years
/2 Population and social processes/24 Social issues/2406-si-nbvt/ps-si-nbvt01.px	2025-09-02	Number of beggar and vagrant teenagers by indicators, marzes and years
